corporation,lastmonth_activity,lastyear_activity,number_of_employees,exited
omvd,796,840,4,0
jnak,0,35,31,0
acop,83,406,166,0
nyyv,2430,299,14,1
wadr,606,792,208,0
cpfv,2415,77,117,1
wmjf,90,179,19,1
xsmo,88,259,12,0
tobh,14,71,2,0
wpvx,78,426,1621,0
yqqu,37,82,1819,0
vjti,38,75,13,1
ywpk,59,3081,0,1
qtiy,94,786,86,0
ptdg,78,250,209,1
nmeu,17,987,196,0
abkv,63,139,16,1
kwqm,318,1071,224,0
iuwm,3,10189,99,1
hugo,90,572,20,1
zmoh,76,8908,210,0
fswx,3379,70,24,1
bsyk,23,220,16,1
mpdd,100,647,203,0
eske,42,467,65,0
wrbk,25,846,201,1
gmyv,7,3573,5,1
hkdg,76,387,1,0
ektv,42,264,240,1
iekw,2493,565,1884,1
dwaq,13,98,97,0
yisc,956,133,195,0
phqb,76,429,6,0
qrjz,78,17,74,1
nqlo,19,4992,6,0
koor,3261,375,7,0
oilp,68,317,197,1
elar,689,272,116,1
mniq,525,22,10,0
lyuh,84,286,394,1
yuuy,2182,6759,78,1
morg,77,125,46,1
rpkx,91,35,104,1
ujbe,4077,568,19,1
sqna,88,7640,536,1
bvao,65,390,3516,0
paqu,3384,308,9,0
uwgd,0,89,79,0
jrfp,33,933,19,1
qtiv,1978,8543,623,0
bpzc,361,3466,87,1
axko,71,389,360,0
rbae,16,2858,1,1
jkfd,81,2246,330,1
hjgq,92,505,1835,1
wftn,32,118,156,1
fcwf,93,526,628,0
iwgg,23,1087,0,0
xujf,26,12,24,1
ehhe,96,915,2188,0
gmpj,4575,491,6,0
jorb,2,508,5,0
lmro,84,435,25,0
sqpe,1726,823,13,0
ryqw,95,453,366,1
ftea,7,37,23,0
ksid,1168,1087,16,1
ajvy,100,8817,630,1
wjbf,57,6,9,1
rxvu,58,449,55,0
bouo,55,295,57,1
nhdl,1503,1100,245,1
vjnl,2103,255,15,1
lvxv,22,184,122,0
biow,81,476,20,0
wdbc,43,283,16,0
eorj,104,177,0,1
xmbx,2411,7,409,1
yliz,93,5445,14,0
ksmj,2204,240,447,0
ambp,70,435,24,1
ygtq,17,260,352,0
suze,92,3867,6,1
ozhs,74,207,520,1
pfxp,85,111,645,0
nmio,72,163,11,0
oxlk,4505,586,80,1
wdij,1853,45,23,0
bcfq,2043,918,134,0
lscm,73,44,1200,1
ygvm,1661,780,1,1
becm,28,490,3,0
tqmh,1449,143,19,0
ivhn,3200,527,134,0
inzh,14,3983,1959,1
nxew,21,214,10,0
qbhm,595,161,220,0
hdjy,2759,383,316,1
hdaj,1534,341,12,0
rlud,53,2746,22,0
gild,1052,7,9,1
hrer,316,4798,11,1
isgt,2311,669,1898,1
tzhl,94,54,0,1
gfph,189,124,178,0
gfee,1034,94,2,0
ayos,4478,224,485,0
srdx,82,598,222,0
ksch,84,75,416,0
cvep,8,128,10,0
ezpv,97,295,4,1
qrmy,6,272,24,0
dszq,58,166,19,0
epfh,1184,113,12,1
besp,3,420,20,1
xqdr,4847,8179,4,0
xnhy,10,82,21,0
rvjb,27,10147,199,0
ubeo,84,525,786,0
xuzj,83,664,130,1
posx,82,327,491,0
dfpt,3064,346,456,0
grln,4777,468,3,1
ufmq,23,232,4,1
crzk,967,433,106,1
yfyn,4131,16,228,1
fgro,1762,133,11,1
xbvx,32,500,17,1
pyeu,85,3823,394,1
tniz,76,105,22,1
jjje,82,439,57,1
cfez,63,2,345,1
agvb,2471,857,80,1
cuno,44,457,103,1
tkcj,12,226,11,1
pevw,81,73,28,1
apyu,87,1086,3022,0
qdig,3999,4692,3,1
gslx,4736,557,5,1
tdfs,40,6031,17,1
youb,277,496,4,0
vira,2084,612,17,1
rsop,1947,528,7,0
raon,808,8296,4,0
shmt,4,79,24,1
taek,1508,755,43,1
nsqq,77,330,3,0
opsk,2543,40,7,1
erpq,58,23,520,1
cmml,3000,504,112,1
qpur,47,184,583,0
olbe,98,31,24,0
xnpl,66,201,935,0
nxds,70,195,184,1
zabf,66,548,446,1
vayg,26,2697,2,1
cefo,33,8,254,1
gqxz,53,1036,2,0
egkb,64,4699,524,1
hhrr,3504,52,262,0
qorw,35,72,577,0
jvgx,65628,1084,4,0
dpxc,591,559,511,0
xgxg,4,46,222,0
dkwq,2962,292,56,0
vldq,9,677,11,1
mitx,2252,479,16,0
yysa,39,541,520,1
lypq,40,555,24,0
lkjn,16,2562,1,0
gudj,255,1687,2,0
zcjc,4984,771,152,0
rbhf,81,409,242,0
aejo,3914,7168,6,0
lepe,25,109,18,1
yvtn,38,259,5,1
ktot,50,529,90,1
mytm,9,32,132,0
klvt,671,131,13,1
puup,10,579,133,0
enus,2004,2076,23,1
itzy,799,138,9,1
vzpr,83,415,499,1
oadi,278,97,17,1
wpyd,468,9,188,0
fdju,1887,55,57,0
utct,79,7837,136,1
fsju,6,104,472,1
thbo,99,3720,18,1
uynq,10,409,3255,0
chbd,40,28,3,1
mnaa,3,412,242,1
klxx,91,300,7,0
dhlf,57,428,102,0
bejm,1788,515,13,0
tkwz,38,2688,64,0
qdub,351,431,1996,0
odkn,22,216,5,0
chli,36,196,252,1
bdxo,2935,1807,14,0
ymgq,1400,181,582,1
adcu,78,4969,1756,0
azfj,883,29,6,0
vhsk,4506,52,17,0
mlgj,56,131,12,1
ounv,3131,397,567,1
jykn,39,347,22,1
fstg,1155,344,124,0
pdzk,35,6402,5,0
gmij,1135,4797,2,0
zbod,2703,227,16,1
ulkr,86,149,18,0
ykqx,15,928,3,0
ijri,87,726,4,0
sxxl,88,136,11,1
vitl,2936,54,408,1
vdeo,36,114,23,0
ijox,90,588,19,0
urqk,4343,176,484,1
dryk,17,569,2,0
hwko,1262,91,173,0
jgmn,96,386,17,0
azwi,2550,14,25,0
npol,49,75,334,0
miqq,433,102,6,1
nspb,2205,6132,240,1
upiy,96,475,209,0
umfd,1332,5230,14,0
bbbm,383,2463,17,0
luiu,64,711,178,0
stig,25,7204,48,1
kmel,93,52,108,0
ffgk,27,10318,226,0
ohcd,60,51,3,1
fdtt,12,51,6,0
uwkl,23,110,16,1
lmyt,46,455,19,0
dgeg,35,550,2,0
avtf,76,303,37,0
jphe,1185,385,39,1
ambb,64,4927,17,0
fafs,91,268,68,1
ttsq,245,316,186,1
wydr,22,963,22,0
xful,0,67,14,1
ygrs,37,84,18,0
hmgj,399,2115,656,0
ixto,2422,489,217,0
gdci,60,7343,42,1
wift,78,5017,245,0
tjdj,2455,715,96,1
fgjw,4957,293,259,1
ljee,155,672,17,0
prmb,68,290,117,0
lypk,20,106,19,1
bhho,42,6133,280,1
ntve,62,669,21,1
xjbz,50,96,25,0
rihl,45,758,5,0
yjyt,93,6789,8,1
ycdq,938,59,298,0
jlae,15,267,11,1
hcki,7,692,4,1
qrno,4282,5717,550,0
ovcq,1988,556,109,0
goin,68,3195,1,0
ozcw,100,390,90,0
puzq,21,489,7,0
gquh,90,202,25,1
luth,1516,402,25,0
cjuq,1176,10430,127,1
eskw,7,852,187,1
couc,4179,403,133,0
oeuz,81,365,49,0
eehe,96,41,195,0
bglf,9,7918,170,1
aaha,1662,57,98,0
jxgc,96,3383,18,0
bnga,58,143,604,1
huwj,16,17,9,0
qgvo,94,8,83,0
utsb,2508,1575,1765,1
jskl,75,691,116,0
hsit,317,5159,217,1
wqup,620,365,21,1
aamf,28761,325,9,1
ioop,54,6652,19,1
lytm,246,523,172,0
bveu,25,74,684,0
gsar,224,525,1421,1
ronn,8,337,434,0
hmgm,100,1477,4,0
hupe,400,288,54,1
ueyw,40,5297,329,1
kuik,69,6784,104,0
bqmp,86,38,230,0
vmry,30,1899,1031,1
uxgo,2819,55,6,1
tdve,44,287,1554,0
dkin,1004,6,18,0
jkei,4663,503,15,1
cobr,69,417,193,1
mzog,24,6157,195,0
uzhi,68,2043,20,0
lgmo,338,6090,446,0
suyr,77,6186,558,1
wdir,351,123,3029,1
ijtg,2902,6672,4,1
qvap,90,20,9,1
mmfg,1876,461,485,1
wcgx,8,91,15,1
ufgv,2121,801,2001,1
mxfu,48,5799,9,1
xndm,58,435,16,1
nkis,2489,186,25,1
sxzx,0,302,5,0
ipvz,4,3584,19,0
ykro,14,460,1,0
cjgs,34,312,136,1
njru,59,432,612,0
cudl,3436,2395,168,1
foge,1434,419,486,1
qcvs,37,735,8,1
ycln,69,1097,196,0
hhmd,1984,5004,18,1
uwxc,63,39,615,1
jcha,77,85,688,0
xsre,4275,4877,17,0
mwll,1951,276,1249,1
afmx,76,837,5,0
mpzr,27,427,16,0
ptik,3080,93,596,0
zxcv,19028,999,81,0
andq,1806,369,13,0
qgek,3357,186,1738,0
knlc,449,235,1007,1
anih,2505,758,150,0
oakj,15,1695,63,0
mbfa,35,647,176,1
zbjc,93,998,178,1
ztju,2117,3085,16,0
piqr,3482,24,46,0
hnyr,100,458,22,0
tris,2188,567,190,1
cbos,63,376,181,0
pcjn,815,219,1170,0
jsvo,7,126,457,1
sisc,1517,579,111,0
njwt,19,187,242,0
cnfy,417,458,14,0
nafj,309,8119,10,1
eayw,53,92,234,1
jdsc,61,98,17,0
vthv,440,5237,18,0
svqv,31,117,58,1
lsid,36,234,541,0
sgby,1787,315,17,1
abqc,82,339,222,1
soni,29,527,9,1
arnk,8,395,10,1
osrq,67,564,145,0
lojd,25,2887,19,1
dowo,27,86,24,1
lnuh,66,86,5,0
mltf,2550,80,60,0
zjjx,769,542,177,0
cnwr,4240,113,7,0
fuba,4236,300,131,0
qrxn,46,33,20,1
lczs,10,518,19,1
pupv,2932,4,1891,0
owzm,9,2495,182,1
royy,6,546,19,0
ckeg,90,346,6,1
cnjd,1299,1048,157,0
nguc,1585,862,41,1
kxvp,2173,601,36,1
qbzc,924,10382,54,0
bfhs,83,508,497,1
ezum,4800,419,23,0
lqlf,94,120,292,1
eydo,0,6180,20,0
rktc,75,487,221,0
xwyj,3044,3377,424,1
lfjo,1838,672,1776,1
ehas,59326,655,21,0
rfkr,27,94,7,1
arsq,93,295,20,1
bine,53,425,408,0
jkzf,1670,143,656,0
zswe,4604,192,33,1
tgjc,89,393,495,0
mtga,47,536,9,0
yrpg,4558,265,548,0
hfwj,58998,1006,92,0
auok,20,796,59,0
nfhr,29,43,219,0
kqbe,107,3901,226,0
inod,74,1045,118,0
aysb,40,5889,9,1
vdvv,4267,100,168,0
bftn,0,188,16,1
dosk,99,390,99,1
kfjw,64,377,754,1
ujbg,7,115,19,1
unff,779,259,587,0
vkvz,42,99,166,0
zdxo,2081,6981,581,0
oopn,70,254,250,1
zvtr,34,1038,189,0
mhxg,2250,628,25,0
drmu,32,127,620,0
ourk,3,302,123,0
gbhh,32,590,20,0
flnl,1531,250,198,1
ycce,6,558,20,0
mweh,83,279,23,1
tauu,2,446,18,0
ngmc,40,199,625,0
huam,97,446,233,0
gthe,178,666,198,0
eaqp,37,103,169,0
iyci,3991,3266,317,0
gqmk,80,635,20,1
axel,3786,119,310,0
qkgn,577,215,31,0
mfce,177,46,606,1
lklw,415,175,236,0
lkcb,48,1103,23,0
voqw,57,351,3,0
uuwg,62,398,45,1
xujb,7,157,17,1
zoak,1694,275,12,0
iywu,26,2161,24,1
kkxx,78,437,15,0
acwd,269,274,164,0
stdr,1350,1028,1,0
wcdy,73,4,227,0
xygc,1811,433,6,1
jemo,4704,121,1298,1
wfuc,4967,2265,545,0
edfm,832,2605,16,0
ojbn,13,354,1486,0
zyie,977,8421,21,1
jogo,87,77,22,1
oewo,17,3783,198,0
kdba,87,79,24,1
khih,6,245,217,1
talv,1700,2087,100,1
bioq,78,563,124,1
qsvt,1223,28,5,0
sykp,19,67,419,1
ldfh,82,292,170,1
fgbe,2820,45,150,0
xlwp,1815,7505,19,0
wqve,58,809,20,0
bfig,43,3516,1613,1
qxlj,2618,348,2,1
wvpn,923,110,143,1
wbte,4,397,6,0
ybtp,46,212,4,0
atcg,630,444,248,0
rnpb,57,474,23,1
wbst,2564,54,236,1
tyds,1215,978,135,1
wydy,58,24,529,1
tokg,562,130,131,0
uufh,3799,6731,860,1
erpw,666,178,13,1
nyiw,1066,861,25,0
ixkw,1696,6616,226,1
cfdr,4360,72,8,1
rdhg,4948,135,258,0
rdjq,3210,156,5,0
nuzd,65,214,15,0
mmwv,12,380,5,1
nhkt,2617,3808,508,1
iaym,77,130,23,1
pwau,83,432,3,1
eyis,88,72,12,1
fvfh,473,26,0,1
agqj,36,2,196,0
bzrj,94,979,173,0
qewx,4027,485,640,0
pnhv,70,76,0,0
zkzx,85,5959,18,0
jbgo,2970,591,1097,1
uweg,65,178,23,1
ffer,52,654,976,0
oike,2754,132,774,0
wcac,26,809,77,1
mfla,1997,192,1158,0
wmiq,90,3774,401,0
vrcl,81,458,63,1
cibq,34,280,235,0
rbrx,70,136,13,1
oyaf,1940,1,24,1
pasi,41,10,14,1
dnxm,2764,6980,80,0
dtbd,640,8,1,1
nbtn,2489,910,23,1
mlio,1265,210,205,0
dlkj,4951,424,258,0
nldf,13,554,189,1
aied,22,372,22,1
qijs,22,83,168,1
igcm,46,68,503,0
aere,73,34,21,1
ktwm,61,463,377,0
reap,60,146,2,1
tcny,2233,566,93,0
xlzy,2305,163,158,0
daob,57,144,14,0
yhxm,17,77,232,0
nqwy,77,508,91,0
gucp,96,121,1972,1
dcis,78,3372,21,0
vkgn,4008,130,14,1
mjwv,940,73,1606,0
zbcd,782,494,17,0
cikx,1514,293,0,0
wfjj,514,894,147,1
exfu,17,141,15,0
ezit,4839,183,320,0
rdnc,3626,478,132,0
omfu,29,49,18,0
cium,676,5625,544,0
nkom,71,793,8,0
sdwg,4,1,240,0
wspk,42,311,22,1
besv,64,885,157,1
etfi,6,289,0,0
bzcy,44,284,72,0
scah,52,118,53,0
ipzl,2445,1031,7,0
wuxb,81,180,109,1
rrxp,54,211,7,1
tgkw,448,6535,236,0
huxv,1264,83,3124,1
uovo,55,340,781,1
hneb,3134,285,1889,1
gbby,3194,595,1,0
mveg,497,342,999,0
ngzq,83,140,299,1
ezht,38,553,8,0
ydjh,1570,228,15,1
rxvo,2537,961,2647,0
aiid,3196,66,289,1
lxot,8,107,211,1
qqqq,2145,182,110,1
wzre,1113,251,6,1
gzxb,82,368,10,1
iazv,2208,3786,17,0
vamt,29,5543,259,1
tleg,3698,454,0,0
fmbi,96,146,3,1
bhtk,100,85,15,1
ksjq,31,436,14,0
qhaf,81,204,243,1
pzbu,84,555,8,0
kjyz,35,677,5,0
qzgj,2217,546,184,1
zcph,6,466,4,0
nsib,966,410,18,1
ykac,83,473,16,0
kghq,176,969,3640,0
gten,20,99,0,0
xkbx,20,815,187,1
waus,4097,1016,22,1
piiu,3163,92,23,0
bqze,16,3761,19,0
rkly,2465,8220,22,0
qcex,1,219,185,1
rllm,44,1,25,1
jnlt,1344,75,496,0
qfjv,33,802,233,1
shfn,35,317,21,0
xvvx,1,329,5,1
gdpa,2661,402,1387,1
xxhu,3696,592,15,1
cajq,63,147,1172,1
ndth,6,556,417,1
nowx,140,1266,98,1
imxz,51,1059,220,1
klce,20719,900,2731,0
cbau,40,29,192,1
nzds,1018,480,8,0
skbb,97,537,12,0
rhcf,2498,20,1673,0
cnxu,2583,3702,342,1
vhbb,1267,5478,25,1
scit,2759,137,12,1
oomy,29,129,12,1
hzzc,4,339,455,1
bzwb,1304,378,674,1
avmo,70,401,597,0
icjx,3,2197,405,0
vpyj,42,378,14,0
lyld,21,367,20,1
gdrm,97,746,19,1
lptl,85,70,379,1
gvor,67,3375,6,1
xhpc,2491,385,219,0
jtcj,1320,150,2781,0
lmun,4204,7317,3,0
xirb,30,148,9,0
peuv,82,2570,24,1
utsz,91,708,133,0
dwio,1902,1052,20,0
cqqd,32,126,125,1
hszr,99,229,24,1
prrb,38,727,115,0
psxt,2597,551,228,0
psvx,88,80,739,1
kgxr,3350,451,558,0
rcwf,3395,198,20,0
hcsf,908,138,4,1
enfv,2331,22,459,1
zzeo,91,586,29,0
pgbk,60,475,13,0
vlyc,1495,230,1754,0
ngij,47,427,225,1
jinm,91,259,3,0
mevk,281,45,25,0
osgv,71,26,1304,0
affl,27,561,18,0
unvn,7,7,103,1
lcpm,25,381,750,0
aypf,973,227,149,0
ijxd,60,274,19,0
mzqy,946,282,1762,0
ptwf,3,387,24,0
vcrv,47,325,1,1
cfpd,74,1847,3,0
pirt,79,878,3,0
ynay,79,128,15,1
egrl,1,193,687,0
bufe,343,129,88,1
oeby,12,27,42,0
gsmx,17,449,568,0
gdrh,18,106,18,1
vnxw,0,16,17,0
hdfg,2605,100,42,1
ivtq,12,1263,0,0
gqbf,3,124,21,1
abon,11,413,5,0
nvop,4977,9,13,1
fsrb,48,385,184,1
rafk,53,14,11,1
cjop,1,16,149,1
gpip,38,22,212,0
sndw,35,470,6,0
klrn,27,627,198,0
hlpg,87,720,135,0
gnkh,48,72,32,0
wknq,863,263,10,0
jpxg,1465,459,8,0
jpri,24,1045,1817,0
ktts,83,217,90,0
tgfj,0,291,12,1
nukq,42,79,2,1
bgev,34,525,94,1
kkmp,11,1074,160,0
mxai,39,116,73,1
pibm,3316,6,2,1
sgml,25,5135,745,1
agiy,17,8847,13,1
jfwj,3833,4257,188,0
sfnt,60,860,0,1
zkqn,2719,96,12,0
nuqu,37,454,3,0
mhoj,63,289,16,0
wwvx,645,3394,8,1
drrv,91,4616,202,0
bmny,2571,506,34,1
lqan,949,7754,16,0
csje,92,176,1530,0
bwwg,84,25,0,0
tvoy,84,584,243,1
tban,6,138,22,1
wmbc,2522,129,37,1
ynml,2517,193,1562,0
rmls,42,514,13,1
cfra,71,409,406,0
bwhw,754,3812,238,1
hjmv,13,135,647,1
pnie,4013,41,161,1
jmqb,8,525,14,1
kobc,96,82,647,0
glte,176,854,160,0
gmte,952,580,573,0
vpxo,4803,134,14,0
ldsm,3030,15,263,0
roxv,2312,93,772,1
hqhb,60892,1441,198,1
mxde,6,8430,120,1
eqhj,29,802,249,0
hjbm,70,58,5,1
rfoe,122,206,21,1
eeli,90,8521,16,1
llfl,2686,853,9,1
faul,58,4293,18,0
djvo,59,230,166,1
pgof,1257,433,488,0
vmxd,51,183,10,0
suwe,4538,397,12,0
bbff,3791,30,21,0
thwa,25,130,781,1
lxsb,1,7392,191,0
enyu,95,3289,497,0
mvfm,232,9626,1,1
gvvd,93,167,154,0
xswz,48,559,2,1
rlfy,76,139,301,1
usdh,76,362,95,1
buda,73,120,19,0
srhs,40,875,10,1
xyzz,182,3891,35,0
vgro,701,78,649,0
blle,11,830,10,1
ejtq,47,356,277,1
llvm,21,266,18,1
hxfz,7,551,14,1
qvvq,2894,647,16,0
keid,98,152,9,1
sapc,32,231,591,0
upht,3294,371,432,0
dpbu,862,967,123,1
vejt,77,281,84,0
lwjb,722,1016,7,1
qtqz,66,10458,11,0
qemn,35,325,24,0
tthf,3334,32,5,1
ppma,1599,112,475,0
igbg,2912,792,1808,1
gwtg,94,27,231,1
irfs,477,3170,198,1
qxdc,21,4572,22,1
ayfq,4793,83,417,1
vumt,74,104,25,0
alqt,1335,224,4,0
czry,1,39,6,0
tvtp,2346,2385,22,1
ydtl,2554,560,0,1
gmnm,575,212,19,0
spwj,1179,352,1303,1
oxqw,1999,3430,10,1
tgrr,2771,582,15,1
jtcp,4208,309,23,0
bmux,60,9493,250,1
wlji,2167,526,132,0
wain,84,73,13,0
oyvd,24,5582,243,0
szwc,99,82,21,1
cdvz,1387,46,2,0
kqfi,29,354,23,1
ixxr,54,386,24,1
hoau,1092,336,226,0
zkbn,414,337,292,0
zmpa,40,49,1348,0
tqda,45,149,1071,1
ayxc,3439,0,4,0
tcjf,4657,74,11,0
mcub,3517,399,16,1
zxcv,19,455,8,1
fhax,1150,789,223,0
phbq,4832,509,11,1
rkek,1307,328,727,1
cvfs,22,5287,122,1
cmmj,1922,2123,20,0
rcza,3053,214,577,1
nxkr,4100,600,1,0
nphz,194,1045,18,0
dcen,10,1004,55,0
hjqb,897,652,19,1
xlud,1395,398,2,0
kyxg,2439,423,1963,1
qixw,37,536,646,0
embx,28,315,233,1
cdlg,59,298,237,1
csgf,30,930,19,0
bhcg,1902,300,19,0
tdck,88,832,166,0
ipmw,42,7349,36,0
nxbx,62,117,181,1
efsi,15,658,79,0
gmgk,54,2,186,1
vfgp,34,147,619,1
ylrr,6,681,22,1
rqsz,66,21,22,1
oqnq,21,669,15,1
jyou,1207,10,267,1
hjiw,825,266,2,1
ruyu,26,6914,542,0
opgt,1853,1061,246,0
ddge,100,874,1052,0
uinj,55,35,13,0
szoq,3436,451,1787,0
aran,14,77,12,0
mumi,2209,931,73,0
exns,728,193,228,0
aham,5,8915,236,1
jrhw,11,401,121,0
ctmw,93,261,108,1
esls,53,777,187,1
fxrs,4231,595,14,1
bore,12,20,432,1
dmku,41,142,18,1
caqq,2522,319,188,0
ugcm,86,11,22,0
tgmh,1539,40,171,0
ajhk,89,70,18,1
pykk,952,160,23,0
wjuc,9,73,600,0
iyse,1585,51,12,0
yhfk,79,2778,21,1
geto,10,994,25,0
vcli,2674,34,8,1
nqob,2091,333,25,0
cnnu,3199,507,351,0
vomg,3475,466,20,0
narl,52,418,420,1
hski,57,20,542,0
dpoo,99,1352,21,1
ntgq,2424,20,7,1
jzna,70,6361,479,1
ugar,3273,76,17,0
yfdp,48,232,26,1
glyz,14,4735,18,1
dyrz,64,559,17,1
xghl,17,702,203,0
egud,0,6,5,0
jiko,3,117,426,0
yxxk,42,516,22,1
jgje,59,12,204,1
aoad,67,281,49,1
kpzg,40,274,115,1
czqi,1988,122,84,0
fdnp,56,539,9,1
gyzy,2198,643,11,0
zyeo,61,550,1881,1
qddt,93,215,102,0
miwp,59,40,129,0
oyxo,40,401,3563,0
kazs,67,445,93,1
ygzu,40,1277,143,0
ykvv,45,33,20,0
jfsf,71,116,8,1
flft,27,129,20,0
yfrp,1534,0,9,1
aiky,1699,5852,12,1
psep,2124,262,73,1
evcp,2114,755,522,0
ckee,42,324,6,1
wvoj,3027,131,7,1
ubsj,42,414,732,1
xodp,13,20,0,1
dabj,41,243,23,1
eufn,3543,4444,34,1
pjnn,2672,233,494,0
omus,28,1944,63,0
gmgx,61,64,331,1
qqde,4554,6200,9,1
rgdm,67,126,649,0
plzn,1762,10673,241,1
txcf,1776,5120,203,0
jegp,2118,97,139,1
ivfm,40,421,13,0
jhsl,2394,94,153,1
evxi,491,1045,12,1
zvko,1529,216,952,1
dmwp,1451,381,21,1
nrhs,19,1924,171,1
mojj,31,491,200,1
wntz,16,463,4,0
ykbo,1451,445,837,1
flis,719,841,115,1
ytbo,22,91,195,0
gegh,19,164,20,1
jjwh,1937,2176,43,0
sgkt,0,35,242,1
fepf,83,205,38,0
rscz,1737,443,79,1
pyhh,87,476,174,1
xmsx,83003,546,17,1
dfgh,500,40,949,0
qfan,78,93,21,1
zqwr,22,50,322,1
xsps,2596,6327,16,0
qnfd,1644,10624,203,0
gyyy,283,456,11,0
adwz,2422,346,152,1
endi,1992,19,2,0
mjre,53,2510,150,0
lklv,4657,17,9,1
bxej,44,156,813,1
lkwy,4658,1918,0,0
zxea,28,2277,640,0
vapk,40,465,23,1
qbrj,53,796,7,0
uhwg,28381,21,8,0
gros,66,1259,23,0
hnmt,79,136,360,1
ygah,60680,44,190,1
nxct,2007,591,241,1
pxjl,54,148,19,1
nfsl,374,7853,1716,0
oqkn,264,2331,8,1
zyln,1896,118,20,1
cpsd,3829,262,1015,0
qnbu,4313,1604,8,1
yakd,18,8048,16,1
hbef,73,336,15,0
phsi,1201,312,2750,0
dydu,3463,300,203,1
kffa,2075,885,17,1
vlzd,99,393,15,0
oklu,79,233,308,0
cwrf,100,391,14,1
mhcy,57,5508,21,1
rbul,2359,682,200,1
dejr,88,3562,32,0
iqub,1445,431,100,0
ohqz,71,352,12,1
znlh,76,49,1,1
wcom,47,242,126,1
lxht,58,250,2749,1
wqzc,2129,367,19,1
hhgy,114,809,242,0
seeh,871,328,205,1
tuwd,28,29,801,1
oyrc,19,6,57,0
tkgo,34,11,18,1
loac,52,5274,19,0
fifb,71,126,529,1
fljz,384,963,8,0
tcya,60,86,15,0
usnn,37,0,5,1
cokv,24,6797,1,1
dmxp,3281,379,3,1
pfqc,2274,5026,480,1
dzbg,23,89,11,1
nqcg,5,451,637,0
neiy,12,2634,3071,0
cipt,1,349,88,0
yfuw,3328,9,404,0
ndir,80,147,8,1
xqtj,71,211,195,0
qhbe,82,354,23,1
bltq,2720,6,2,0
hnsu,74,584,2,0
jfcq,90,6019,1,0
lrci,839,4006,213,1
hcja,2250,516,24,0
gjgo,4173,4083,13,0
qeer,96,1001,97,0
nptm,13,1478,1830,1
cxqu,1998,86,5,0
uwmq,485,2188,10,0
leaa,4120,4358,629,1
jebd,22,465,168,1
ukom,90,207,617,0
yrsc,20,7556,9,0
vdrh,79,3741,956,0
knar,71,84,555,0
flfr,2292,493,8,0
yyud,692,7100,132,1
iqab,505,5495,3,1
xrea,33,502,1729,0
fxpd,85978,144,19,0
xeth,2506,15,1551,0
xgxs,1186,976,1643,1
agfu,15,34,58,0
cnsg,100,807,4,1
xqzk,6,90,251,1
qrbf,13,818,97,0
sygm,49,469,508,0
bfcj,1187,884,8,0
szqn,36,133,12,0
donp,59,71,3,1
ullu,2187,90,17,1
vrei,40,800,103,1
fqde,230,656,98,1
glok,87,305,21,1
wsur,19,133,1325,1
mreo,1,168,15,0
xovo,11,391,207,0
kdin,27,437,8,1
copb,48,35,21,1
hyou,41,374,176,0
cwva,32,546,558,0
leva,88,7107,368,0
ykfj,923,62,570,1
ufip,4082,239,620,1
mtow,2876,80,17,0
hpne,2688,131,78,1
vhgt,2556,6838,152,1
rjwm,53,43,8,0
opyp,63,9981,14,1
gdyf,92,798,117,0
uxfe,35,5426,1888,1
ihnp,20,182,390,0
ozde,100,67,1583,1
znob,15,519,15,0
lssg,4775,30,18,1
tyjx,1621,260,196,0
erto,54,552,593,0
ipgv,80,5974,9,1
plyb,9,373,12,1
orqa,10,475,1,1
bsqj,5,96,355,0
tyuz,4284,527,13,0
ennx,2392,144,17,1
kran,4397,147,552,0
rzbs,2347,72,13,0
gjvn,99,726,44,1
evkw,8899,560,21,0
uewd,78,36,533,0
elas,53,191,498,0
hrvz,63,238,9,0
udhj,3663,312,7,1
ldys,224,160,123,0
cmci,913,7,1564,0
dgsm,68,4285,13,0
nzuo,2469,474,38,1
kshe,34,2345,18,1
fwqm,702,8164,73,1
gfgp,65,736,20,0
uxqf,57,229,7,0
adhh,92,362,329,0
wtgt,2778,334,296,1
mfss,3205,131,1342,0
nqxy,2509,3369,2459,0
oqpm,1287,129,219,1
